Movie Name,Emotion,Release Date,Genre,IMDb Rating,OTT Platform,Watch Link
Joker (36),fear,2019-10-04,Psychological,5.1,Peacock,https://www.peacocktv.com/watch/74018576
The Silence of the Lambs (35),fear,1991-02-14,Thriller,8.0,Netflix,https://www.netflix.com/title/-2861397
The Grand Budapest Hotel (90),happy,2014-03-28,Comedy,5.4,Apple TV+,https://tv.apple.com/movie/-3988197
Coco (53),surprise,2017-11-22,Animation,9.1,Apple TV+,https://tv.apple.com/movie/55179037
Inside Out (17),surprise,2015-06-19,Animation,8.1,HBO Max,https://www.hbomax.com/feature/52825935
Joker (47),fear,2019-10-04,Psychological,6.1,HBO Max,https://www.hbomax.com/feature/-4869569
Saving Private Ryan (9),disgust,1998-07-24,War,7.3,Disney+,https://www.disneyplus.com/movies/72815629
Inception (10),neutral,2010-07-16,Sci-Fi,9.2,HBO Max,https://www.hbomax.com/feature/-4827924
Titanic (31),happy,1997-12-19,Romance,9.2,HBO Max,https://www.hbomax.com/feature/-3218009
Inception (70),neutral,2010-07-16,Sci-Fi,5.5,Amazon Prime Video,https://www.amazon.com/dp/-3186977
Joker (70),fear,2019-10-04,Psychological,7.2,YouTube Movies,https://www.youtube.com/results?search_query=47474076
Pulp Fiction (28),disgust,1994-10-14,Crime,7.8,Apple TV+,https://tv.apple.com/movie/88108252
The Lion King (50),surprise,1994-06-24,Animation,6.5,Apple TV+,https://tv.apple.com/movie/-5060101
Inside Out (56),surprise,2015-06-19,Animation,5.1,Apple TV+,https://tv.apple.com/movie/38086226
The Grand Budapest Hotel (89),happy,2014-03-28,Comedy,7.9,Amazon Prime Video,https://www.amazon.com/dp/-1480737
Forrest Gump (11),sad,1994-07-06,Drama,5.4,Hulu,https://www.hulu.com/movie/65690183
Forrest Gump (97),sad,1994-07-06,Drama,6.0,Disney+,https://www.disneyplus.com/movies/-5221451
The Silence of the Lambs (3),fear,1991-02-14,Thriller,9.2,YouTube Movies,https://www.youtube.com/results?search_query=12159443
The Godfather (35),disgust,1972-03-24,Crime,7.3,Netflix,https://www.netflix.com/title/-9115810
The Grand Budapest Hotel (19),happy,2014-03-28,Comedy,7.8,Amazon Prime Video,https://www.amazon.com/dp/23651950
Inside Out (68),surprise,2015-06-19,Animation,5.8,Disney+,https://www.disneyplus.com/movies/25370411
The Matrix (41),neutral,1999-03-31,Sci-Fi,7.4,Hulu,https://www.hulu.com/movie/-6273827
Parasite (77),fear,2019-05-30,Thriller,6.1,HBO Max,https://www.hbomax.com/feature/-3505198
Gladiator (74),angry,2000-05-05,Action,5.7,Disney+,https://www.disneyplus.com/movies/-3658836
The Grand Budapest Hotel (64),happy,2014-03-28,Comedy,6.7,Disney+,https://www.disneyplus.com/movies/-7137022
Interstellar (4),neutral,2014-11-07,Sci-Fi,5.1,Netflix,https://www.netflix.com/title/81800902
The Grand Budapest Hotel (87),happy,2014-03-28,Comedy,7.8,Disney+,https://www.disneyplus.com/movies/45643230
The Godfather (72),disgust,1972-03-24,Crime,7.1,YouTube Movies,https://www.youtube.com/results?search_query=30129849
Schindler's List (5),sad,1993-12-15,Historical,5.8,Netflix,https://www.netflix.com/title/47370102
The Lion King (5),surprise,1994-06-24,Animation,8.6,Disney+,https://www.disneyplus.com/movies/90141576
The Shawshank Redemption (85),sad,1994-09-23,Drama,6.4,Disney+,https://www.disneyplus.com/movies/-3244085
Coco (57),surprise,2017-11-22,Animation,6.1,Hulu,https://www.hulu.com/movie/68621199
The Grand Budapest Hotel (5),happy,2014-03-28,Comedy,6.4,Peacock,https://www.peacocktv.com/watch/-7440949
Pulp Fiction (66),disgust,1994-10-14,Crime,7.0,HBO Max,https://www.hbomax.com/feature/34656522
Parasite (100),fear,2019-05-30,Thriller,8.9,Peacock,https://www.peacocktv.com/watch/-7015905
Inception (60),neutral,2010-07-16,Sci-Fi,6.2,Hulu,https://www.hulu.com/movie/-4198585
Joker (72),fear,2019-10-04,Psychological,7.1,Peacock,https://www.peacocktv.com/watch/30927740
Joker (29),fear,2019-10-04,Psychological,6.1,Apple TV+,https://tv.apple.com/movie/-6685331
The Godfather (14),disgust,1972-03-24,Crime,7.5,Peacock,https://www.peacocktv.com/watch/77085362
Joker (40),fear,2019-10-04,Psychological,9.1,YouTube Movies,https://www.youtube.com/results?search_query=-8957988
Interstellar (33),neutral,2014-11-07,Sci-Fi,7.0,YouTube Movies,https://www.youtube.com/results?search_query=78488468
Interstellar (76),neutral,2014-11-07,Sci-Fi,9.5,Amazon Prime Video,https://www.amazon.com/dp/78306826
The Grand Budapest Hotel (59),happy,2014-03-28,Comedy,6.0,Hulu,https://www.hulu.com/movie/-8047826
Saving Private Ryan (33),disgust,1998-07-24,War,5.2,Disney+,https://www.disneyplus.com/movies/-5665567
The Lion King (42),surprise,1994-06-24,Animation,7.5,HBO Max,https://www.hbomax.com/feature/-5347801
Forrest Gump (14),sad,1994-07-06,Drama,5.3,Disney+,https://www.disneyplus.com/movies/-2576911
The Grand Budapest Hotel (18),happy,2014-03-28,Comedy,7.2,Netflix,https://www.netflix.com/title/54972459
Inception (16),neutral,2010-07-16,Sci-Fi,7.4,HBO Max,https://www.hbomax.com/feature/-6179976
Gladiator (26),angry,2000-05-05,Action,5.4,YouTube Movies,https://www.youtube.com/results?search_query=15515809
Avengers: Endgame (85),angry,2019-04-26,Action,9.4,Netflix,https://www.netflix.com/title/10558498
Parasite (16),fear,2019-05-30,Thriller,5.5,HBO Max,https://www.hbomax.com/feature/-8857769
Parasite (47),fear,2019-05-30,Thriller,6.8,Hulu,https://www.hulu.com/movie/-1559239
Parasite (76),fear,2019-05-30,Thriller,8.8,HBO Max,https://www.hbomax.com/feature/27882199
Inception (32),neutral,2010-07-16,Sci-Fi,9.3,Amazon Prime Video,https://www.amazon.com/dp/80746384
Coco (46),surprise,2017-11-22,Animation,7.7,Peacock,https://www.peacocktv.com/watch/-7014802
Joker (88),fear,2019-10-04,Psychological,5.5,Peacock,https://www.peacocktv.com/watch/-8785278
The Dark Knight (14),angry,2008-07-18,Action,6.9,YouTube Movies,https://www.youtube.com/results?search_query=-8622685
Inside Out (84),surprise,2015-06-19,Animation,5.6,HBO Max,https://www.hbomax.com/feature/62486177
Pulp Fiction (57),disgust,1994-10-14,Crime,6.6,Disney+,https://www.disneyplus.com/movies/42002431
Joker (60),fear,2019-10-04,Psychological,6.0,Hulu,https://www.hulu.com/movie/34420756
Inception (68),neutral,2010-07-16,Sci-Fi,8.4,Peacock,https://www.peacocktv.com/watch/26778688
Interstellar (53),neutral,2014-11-07,Sci-Fi,5.3,Netflix,https://www.netflix.com/title/-1493827
Avengers: Endgame (47),angry,2019-04-26,Action,6.9,Hulu,https://www.hulu.com/movie/39953414
The Dark Knight (66),angry,2008-07-18,Action,6.6,Amazon Prime Video,https://www.amazon.com/dp/-6322482
Interstellar (75),neutral,2014-11-07,Sci-Fi,5.9,Amazon Prime Video,https://www.amazon.com/dp/-2739768
Inception (35),neutral,2010-07-16,Sci-Fi,9.3,Disney+,https://www.disneyplus.com/movies/78931199
The Matrix (79),neutral,1999-03-31,Sci-Fi,6.2,YouTube Movies,https://www.youtube.com/results?search_query=83600099
Saving Private Ryan (76),disgust,1998-07-24,War,8.8,Hulu,https://www.hulu.com/movie/-1926460
Inside Out (4),surprise,2015-06-19,Animation,5.2,Netflix,https://www.netflix.com/title/-4680714
Parasite (26),fear,2019-05-30,Thriller,8.1,YouTube Movies,https://www.youtube.com/results?search_query=65852334
Titanic (27),happy,1997-12-19,Romance,8.8,HBO Max,https://www.hbomax.com/feature/85817984
Avengers: Endgame (29),angry,2019-04-26,Action,8.1,YouTube Movies,https://www.youtube.com/results?search_query=90553684
The Dark Knight (86),angry,2008-07-18,Action,9.0,Hulu,https://www.hulu.com/movie/-5316322
The Lion King (72),surprise,1994-06-24,Animation,8.1,Amazon Prime Video,https://www.amazon.com/dp/-6131348
The Silence of the Lambs (68),fear,1991-02-14,Thriller,6.7,Disney+,https://www.disneyplus.com/movies/-1865430
The Shawshank Redemption (47),sad,1994-09-23,Drama,6.9,HBO Max,https://www.hbomax.com/feature/-6069495
The Grand Budapest Hotel (96),happy,2014-03-28,Comedy,7.3,Apple TV+,https://tv.apple.com/movie/34975695
Inside Out (96),surprise,2015-06-19,Animation,7.1,Disney+,https://www.disneyplus.com/movies/42469192
Pulp Fiction (51),disgust,1994-10-14,Crime,8.6,Peacock,https://www.peacocktv.com/watch/90309339
Saving Private Ryan (67),disgust,1998-07-24,War,5.2,Apple TV+,https://tv.apple.com/movie/45279166
Coco (27),surprise,2017-11-22,Animation,8.1,Amazon Prime Video,https://www.amazon.com/dp/-7993523
Schindler's List (5),sad,1993-12-15,Historical,8.0,Amazon Prime Video,https://www.amazon.com/dp/47370102
Schindler's List (98),sad,1993-12-15,Historical,5.1,Hulu,https://www.hulu.com/movie/31551941
Forrest Gump (48),sad,1994-07-06,Drama,6.4,HBO Max,https://www.hbomax.com/feature/77152199
Avengers: Endgame (40),angry,2019-04-26,Action,5.0,Apple TV+,https://tv.apple.com/movie/-3007326
The Shawshank Redemption (25),sad,1994-09-23,Drama,9.3,Hulu,https://www.hulu.com/movie/-4649463
Schindler's List (54),sad,1993-12-15,Historical,7.0,Netflix,https://www.netflix.com/title/22584718
Parasite (50),fear,2019-05-30,Thriller,6.3,Disney+,https://www.disneyplus.com/movies/-7759773
Gladiator (82),angry,2000-05-05,Action,8.8,Amazon Prime Video,https://www.amazon.com/dp/38620488
Inside Out (65),surprise,2015-06-19,Animation,6.7,Peacock,https://www.peacocktv.com/watch/53087284
The Lion King (84),surprise,1994-06-24,Animation,7.6,Amazon Prime Video,https://www.amazon.com/dp/-7308844
Inception (43),neutral,2010-07-16,Sci-Fi,9.2,Disney+,https://www.disneyplus.com/movies/69372579
The Grand Budapest Hotel (36),happy,2014-03-28,Comedy,8.3,Peacock,https://www.peacocktv.com/watch/-5045331
Coco (94),surprise,2017-11-22,Animation,9.3,HBO Max,https://www.hbomax.com/feature/91454634
The Grand Budapest Hotel (88),happy,2014-03-28,Comedy,6.0,YouTube Movies,https://www.youtube.com/results?search_query=-5219458
Inception (94),neutral,2010-07-16,Sci-Fi,5.2,Hulu,https://www.hulu.com/movie/-9555591
Gladiator (67),angry,2000-05-05,Action,5.1,Hulu,https://www.hulu.com/movie/-4570406
Forrest Gump (54),sad,1994-07-06,Drama,6.0,Peacock,https://www.peacocktv.com/watch/-1351835
The Lion King (59),surprise,1994-06-24,Animation,8.4,YouTube Movies,https://www.youtube.com/results?search_query=-4834240
The Grand Budapest Hotel (69),happy,2014-03-28,Comedy,7.1,Amazon Prime Video,https://www.amazon.com/dp/-4580424
Inside Out (40),surprise,2015-06-19,Animation,6.6,Amazon Prime Video,https://www.amazon.com/dp/-7918420
Inception (61),neutral,2010-07-16,Sci-Fi,6.9,Hulu,https://www.hulu.com/movie/-3010658
Avengers: Endgame (52),angry,2019-04-26,Action,6.3,Amazon Prime Video,https://www.amazon.com/dp/-7036851
Pulp Fiction (23),disgust,1994-10-14,Crime,9.3,Amazon Prime Video,https://www.amazon.com/dp/62333516
Inception (56),neutral,2010-07-16,Sci-Fi,8.8,Disney+,https://www.disneyplus.com/movies/20897821
The Shawshank Redemption (96),sad,1994-09-23,Drama,5.7,Apple TV+,https://tv.apple.com/movie/-4889883
Forrest Gump (96),sad,1994-07-06,Drama,7.0,Amazon Prime Video,https://www.amazon.com/dp/-2745137
Schindler's List (38),sad,1993-12-15,Historical,8.5,Netflix,https://www.netflix.com/title/-2443911
Schindler's List (90),sad,1993-12-15,Historical,6.6,Amazon Prime Video,https://www.amazon.com/dp/85396744
Coco (92),surprise,2017-11-22,Animation,7.5,Apple TV+,https://tv.apple.com/movie/-6084234
Pulp Fiction (64),disgust,1994-10-14,Crime,9.4,Netflix,https://www.netflix.com/title/31007059
Inception (60),neutral,2010-07-16,Sci-Fi,6.6,Hulu,https://www.hulu.com/movie/-4198585
Joker (29),fear,2019-10-04,Psychological,6.1,Hulu,https://www.hulu.com/movie/-6685331
Titanic (30),happy,1997-12-19,Romance,6.5,Netflix,https://www.netflix.com/title/47372083
Coco (76),surprise,2017-11-22,Animation,7.4,Peacock,https://www.peacocktv.com/watch/-3239795
Inception (2),neutral,2010-07-16,Sci-Fi,6.7,HBO Max,https://www.hbomax.com/feature/-7199128
Joker (11),fear,2019-10-04,Psychological,6.6,Amazon Prime Video,https://www.amazon.com/dp/-2130017
The Matrix (44),neutral,1999-03-31,Sci-Fi,6.6,Amazon Prime Video,https://www.amazon.com/dp/58017922
Saving Private Ryan (92),disgust,1998-07-24,War,8.6,Hulu,https://www.hulu.com/movie/86648915
The Godfather (25),disgust,1972-03-24,Crime,7.4,Amazon Prime Video,https://www.amazon.com/dp/-9055326
Forrest Gump (30),sad,1994-07-06,Drama,8.4,Netflix,https://www.netflix.com/title/-2044073
Interstellar (42),neutral,2014-11-07,Sci-Fi,8.3,Disney+,https://www.disneyplus.com/movies/62457894
The Shawshank Redemption (75),sad,1994-09-23,Drama,6.6,YouTube Movies,https://www.youtube.com/results?search_query=55135719
The Lion King (85),surprise,1994-06-24,Animation,8.0,Amazon Prime Video,https://www.amazon.com/dp/-2370691
Inception (8),neutral,2010-07-16,Sci-Fi,6.1,Amazon Prime Video,https://www.amazon.com/dp/-2134067
The Shawshank Redemption (22),sad,1994-09-23,Drama,6.6,Amazon Prime Video,https://www.amazon.com/dp/-1434362
The Godfather (38),disgust,1972-03-24,Crime,5.5,Apple TV+,https://tv.apple.com/movie/11376360
Saving Private Ryan (6),disgust,1998-07-24,War,5.9,Amazon Prime Video,https://www.amazon.com/dp/-8891129
The Grand Budapest Hotel (34),happy,2014-03-28,Comedy,6.3,Hulu,https://www.hulu.com/movie/58183635
Saving Private Ryan (10),disgust,1998-07-24,War,7.2,Apple TV+,https://tv.apple.com/movie/-1226664
The Godfather (61),disgust,1972-03-24,Crime,5.1,HBO Max,https://www.hbomax.com/feature/70219901
The Dark Knight (33),angry,2008-07-18,Action,6.0,Hulu,https://www.hulu.com/movie/-6273100
The Dark Knight (16),angry,2008-07-18,Action,8.9,Apple TV+,https://tv.apple.com/movie/55111372
The Silence of the Lambs (15),fear,1991-02-14,Thriller,9.1,YouTube Movies,https://www.youtube.com/results?search_query=-6369814
The Grand Budapest Hotel (67),happy,2014-03-28,Comedy,7.6,YouTube Movies,https://www.youtube.com/results?search_query=-2097269
Coco (56),surprise,2017-11-22,Animation,7.4,Apple TV+,https://tv.apple.com/movie/55535006
Avengers: Endgame (100),angry,2019-04-26,Action,8.4,Hulu,https://www.hulu.com/movie/-7816819
Pulp Fiction (8),disgust,1994-10-14,Crime,7.2,HBO Max,https://www.hbomax.com/feature/-4587712
Saving Private Ryan (42),disgust,1998-07-24,War,9.4,Netflix,https://www.netflix.com/title/10475326
The Dark Knight (53),angry,2008-07-18,Action,8.4,Netflix,https://www.netflix.com/title/-3817952
The Silence of the Lambs (46),fear,1991-02-14,Thriller,9.5,HBO Max,https://www.hbomax.com/feature/-8581790
Schindler's List (60),sad,1993-12-15,Historical,6.6,Amazon Prime Video,https://www.amazon.com/dp/36343646
Avengers: Endgame (24),angry,2019-04-26,Action,7.1,Hulu,https://www.hulu.com/movie/46472441
The Matrix (89),neutral,1999-03-31,Sci-Fi,6.0,Netflix,https://www.netflix.com/title/-4371322
Forrest Gump (60),sad,1994-07-06,Drama,5.4,Disney+,https://www.disneyplus.com/movies/28920038
The Godfather (59),disgust,1972-03-24,Crime,8.2,Apple TV+,https://tv.apple.com/movie/14133535
The Grand Budapest Hotel (84),happy,2014-03-28,Comedy,7.9,Apple TV+,https://tv.apple.com/movie/-4794951
The Godfather (62),disgust,1972-03-24,Crime,6.8,Disney+,https://www.disneyplus.com/movies/70715206
The Shawshank Redemption (82),sad,1994-09-23,Drama,5.7,Disney+,https://www.disneyplus.com/movies/-8615262
Titanic (74),happy,1997-12-19,Romance,6.3,Peacock,https://www.peacocktv.com/watch/-3892043
Pulp Fiction (30),disgust,1994-10-14,Crime,7.1,HBO Max,https://www.hbomax.com/feature/90700452
Pulp Fiction (51),disgust,1994-10-14,Crime,7.3,Amazon Prime Video,https://www.amazon.com/dp/90309339
Schindler's List (81),sad,1993-12-15,Historical,8.4,Amazon Prime Video,https://www.amazon.com/dp/-8003307
Forrest Gump (36),sad,1994-07-06,Drama,6.1,Apple TV+,https://tv.apple.com/movie/21910232
Parasite (51),fear,2019-05-30,Thriller,8.8,Netflix,https://www.netflix.com/title/-8726362
The Shawshank Redemption (2),sad,1994-09-23,Drama,8.9,Peacock,https://www.peacocktv.com/watch/-3532438
Joker (47),fear,2019-10-04,Psychological,6.6,Peacock,https://www.peacocktv.com/watch/-4869569
Pulp Fiction (21),disgust,1994-10-14,Crime,9.2,Amazon Prime Video,https://www.amazon.com/dp/-6533371
The Shawshank Redemption (100),sad,1994-09-23,Drama,5.2,Peacock,https://www.peacocktv.com/watch/18549717
The Grand Budapest Hotel (28),happy,2014-03-28,Comedy,9.1,YouTube Movies,https://www.youtube.com/results?search_query=-7039132
The Grand Budapest Hotel (56),happy,2014-03-28,Comedy,9.4,Apple TV+,https://tv.apple.com/movie/71119481
The Godfather (91),disgust,1972-03-24,Crime,7.5,Apple TV+,https://tv.apple.com/movie/30294521
The Dark Knight (84),angry,2008-07-18,Action,9.2,Apple TV+,https://tv.apple.com/movie/25021733
The Shawshank Redemption (100),sad,1994-09-23,Drama,9.1,Hulu,https://www.hulu.com/movie/18549717
Saving Private Ryan (89),disgust,1998-07-24,War,7.0,Peacock,https://www.peacocktv.com/watch/-5849437
The Matrix (63),neutral,1999-03-31,Sci-Fi,5.9,Amazon Prime Video,https://www.amazon.com/dp/-3617553
Saving Private Ryan (35),disgust,1998-07-24,War,5.3,Hulu,https://www.hulu.com/movie/-2723580
Parasite (25),fear,2019-05-30,Thriller,6.4,Amazon Prime Video,https://www.amazon.com/dp/-2033430
Forrest Gump (73),sad,1994-07-06,Drama,9.0,YouTube Movies,https://www.youtube.com/results?search_query=26161582
Inception (87),neutral,2010-07-16,Sci-Fi,6.5,Amazon Prime Video,https://www.amazon.com/dp/33395198
Interstellar (56),neutral,2014-11-07,Sci-Fi,7.1,Amazon Prime Video,https://www.amazon.com/dp/-4492731
The Dark Knight (77),angry,2008-07-18,Action,9.4,Netflix,https://www.netflix.com/title/82683753
Schindler's List (10),sad,1993-12-15,Historical,6.2,Apple TV+,https://tv.apple.com/movie/81817241
Inception (42),neutral,2010-07-16,Sci-Fi,7.0,YouTube Movies,https://www.youtube.com/results?search_query=-2575474
The Lion King (29),surprise,1994-06-24,Animation,8.8,Disney+,https://www.disneyplus.com/movies/-2081395
The Grand Budapest Hotel (18),happy,2014-03-28,Comedy,5.7,Netflix,https://www.netflix.com/title/54972459
The Lion King (80),surprise,1994-06-24,Animation,8.4,Hulu,https://www.hulu.com/movie/16296338
Forrest Gump (69),sad,1994-07-06,Drama,8.2,Disney+,https://www.disneyplus.com/movies/63052796
The Grand Budapest Hotel (13),happy,2014-03-28,Comedy,5.3,Netflix,https://www.netflix.com/title/24974262
Titanic (75),happy,1997-12-19,Romance,8.9,Netflix,https://www.netflix.com/title/38415159
Joker (18),fear,2019-10-04,Psychological,5.4,Amazon Prime Video,https://www.amazon.com/dp/-6357277
Coco (57),surprise,2017-11-22,Animation,5.8,Apple TV+,https://tv.apple.com/movie/68621199
Joker (76),fear,2019-10-04,Psychological,6.0,HBO Max,https://www.hbomax.com/feature/-1046803
The Godfather (45),disgust,1972-03-24,Crime,6.5,YouTube Movies,https://www.youtube.com/results?search_query=87519892
Inception (5),neutral,2010-07-16,Sci-Fi,8.2,Hulu,https://www.hulu.com/movie/-2011041
Parasite (75),fear,2019-05-30,Thriller,7.3,Peacock,https://www.peacocktv.com/watch/-6089953
Coco (15),surprise,2017-11-22,Animation,9.3,Hulu,https://www.hulu.com/movie/48268929
Schindler's List (42),sad,1993-12-15,Historical,8.1,Peacock,https://www.peacocktv.com/watch/-1772205
Joker (42),fear,2019-10-04,Psychological,6.4,Disney+,https://www.disneyplus.com/movies/-2457508
Schindler's List (22),sad,1993-12-15,Historical,9.0,Netflix,https://www.netflix.com/title/-4884182
